first_name,last_name,email,phone,city,address,job_title,annual_income,current_vehicle_owner,current_vehicle_name,current_vehicle_year,current_vehicle_price,source,status,lead_score,priority,follow_up_date,closure_probability,next_action,ai_score,ai_prediction,ai_confidence,conversion_prediction,vehicle_id
Amit,Singh,amit2929@gmail.com,9449970224,Delhi,Address 2929,Analyst,453525,True,Baleno,,900000,website,lost,71,low,2025-12-03,24,Follow up call,0.73,Medium Chance,Medium,Likely,4
Pooja,Reddy,pooja2930@gmail.com,9807910064,Bangalore,Address 2930,Analyst,921354,False,,2018,700000,walkin,negotiation,53,high,2025-11-30,10,Follow up call,0.2,High Chance,Medium,Likely,1
Kiran,Sharma,kiran2931@gmail.com,9278484088,Hyderabad,Address 2931,Software Engineer,1125999,False,,,700000,walkin,new,29,medium,2025-09-20,30,Follow up call,0.83,Medium Chance,Low,Unlikely,4
Kiran,Verma,kiran2932@gmail.com,9134821864,Mumbai,Address 2932,Software Engineer,835500,False,Swift,2021,,call,lost,31,medium,2025-07-28,50,Follow up call,0.65,Low Chance,Low,Unknown,4
Amit,Patel,amit2933@gmail.com,9385130657,Bangalore,Address 2933,Analyst,1226020,True,,2020,500000,walkin,won,19,low,2025-11-11,44,Follow up call,0.26,High Chance,Low,Likely,1
Pooja,Singh,pooja2934@gmail.com,9210548991,Bangalore,Address 2934,Business Owner,624565,True,,2020,,call,test_completed,73,high,2025-10-24,28,Follow up call,0.11,Low Chance,Low,Likely,3
Anita,Das,anita2935@gmail.com,9681872492,Delhi,Address 2935,Sales Executive,301974,True,,,500000,walkin,won,10,medium,2025-08-29,90,Follow up call,0.42,Low Chance,Medium,Unlikely,3
Vijay,Verma,vijay2936@gmail.com,9877055521,Hyderabad,Address 2936,Business Owner,1472129,False,Swift,2018,700000,call,negotiation,70,high,2025-11-18,67,Follow up call,0.4,Low Chance,Low,Likely,3
Neha,Sharma,neha2937@gmail.com,9199050606,Delhi,Address 2937,Manager,1082249,True,Creta,2018,700000,walkin,test_driven,64,medium,2025-09-19,83,Follow up call,0.53,High Chance,Medium,Likely,1
Amit,Kumar,amit2938@gmail.com,9900091011,Pune,Address 2938,Sales Executive,479694,True,Creta,2021,,referral,contacted,89,low,2025-11-16,39,Follow up call,0.81,High Chance,Low,Likely,3
Kiran,Sharma,kiran2939@gmail.com,9301157091,Pune,Address 2939,Software Engineer,1236938,False,Baleno,2018,500000,website,test_driven,70,low,2025-10-01,64,Follow up call,0.37,High Chance,High,Likely,4
Vijay,Das,vijay2940@gmail.com,9661163051,Delhi,Address 2940,Software Engineer,1641640,True,,2019,700000,call,test_driven,42,low,2025-08-02,26,Follow up call,0.51,Medium Chance,High,Likely,1
Vijay,Verma,vijay2941@gmail.com,9659612098,Pune,Address 2941,Software Engineer,1137599,True,Creta,2019,900000,walkin,test_completed,70,medium,2025-08-18,25,Follow up call,0.98,Medium Chance,Low,Unlikely,3
Amit,Sharma,amit2942@gmail.com,9739040642,Mumbai,Address 2942,Manager,993748,True,City,2020,500000,walkin,negotiation,45,high,2025-11-21,51,Follow up call,0.44,Low Chance,Low,Likely,4
Anita,Reddy,anita2943@gmail.com,9489833507,Mumbai,Address 2943,Sales Executive,527482,False,Baleno,2022,500000,website,lost,40,high,2025-08-24,38,Follow up call,0.49,High Chance,Medium,Unlikely,2
Ravi,Reddy,ravi2944@gmail.com,9189684114,Pune,Address 2944,Manager,1361690,True,,2021,500000,walkin,test_driven,68,low,2025-12-12,9,Follow up call,0.97,Medium Chance,Medium,Unlikely,1
Ravi,Kumar,ravi2945@gmail.com,9704382081,Pune,Address 2945,Business Owner,1800025,True,Baleno,2019,700000,call,won,57,high,2025-09-02,65,Follow up call,0.94,Medium Chance,Medium,Likely,3
Amit,Singh,amit2946@gmail.com,9570510807,Delhi,Address 2946,Sales Executive,1753256,True,Creta,2021,700000,website,test_completed,70,low,2025-12-07,6,Follow up call,0.92,Medium Chance,Medium,Unlikely,4
Vijay,Verma,vijay2947@gmail.com,9252525467,Hyderabad,Address 2947,Analyst,1444155,False,City,,900000,call,negotiation,3,medium,2025-09-30,92,Follow up call,0.46,Medium Chance,High,Likely,1
Anita,Sharma,anita2948@gmail.com,9377775247,Delhi,Address 2948,Analyst,374597,False,City,2021,700000,walkin,won,92,high,2025-12-03,41,Follow up call,0.2,High Chance,High,Unlikely,1
Pooja,Singh,pooja2949@gmail.com,9939392278,Delhi,Address 2949,Software Engineer,762022,True,Baleno,,900000,walkin,negotiation,19,low,2025-09-10,65,Follow up call,0.37,Low Chance,Low,Unlikely,5
Anita,Verma,anita2950@gmail.com,9331411060,Delhi,Address 2950,Business Owner,423439,True,City,,500000,referral,test_driven,56,high,2025-10-26,44,Follow up call,0.13,Medium Chance,Medium,Unlikely,5
Suresh,Verma,suresh2951@gmail.com,9542862611,Hyderabad,Address 2951,Business Owner,425512,False,City,2019,900000,walkin,test_completed,83,medium,2025-08-02,64,Follow up call,0.26,Medium Chance,Low,Unlikely,1
Pooja,Patel,pooja2952@gmail.com,9553540348,Delhi,Address 2952,Business Owner,1215693,True,Creta,2022,,website,lost,60,medium,2025-08-17,55,Follow up call,0.65,High Chance,High,Likely,5
Ravi,Das,ravi2953@gmail.com,9230467841,Delhi,Address 2953,Analyst,850958,False,Creta,2020,900000,referral,test_driven,15,medium,2025-07-28,83,Follow up call,0.36,Low Chance,Low,Unlikely,4
Kiran,Sharma,kiran2954@gmail.com,9686428600,Hyderabad,Address 2954,Business Owner,300781,True,City,2019,700000,referral,contacted,28,medium,2025-07-29,76,Follow up call,0.62,High Chance,Low,Unlikely,3
Ravi,Das,ravi2955@gmail.com,9948248201,Bangalore,Address 2955,Sales Executive,760409,True,Creta,2018,500000,walkin,negotiation,27,low,2025-10-28,11,Follow up call,0.99,Low Chance,Low,Unknown,1
Anita,Sharma,anita2956@gmail.com,9718456862,Pune,Address 2956,Business Owner,1189892,True,City,,700000,walkin,contacted,67,medium,2025-10-06,75,Follow up call,0.96,Low Chance,Medium,Unknown,3
Suresh,Kumar,suresh2957@gmail.com,9842647868,Pune,Address 2957,Analyst,765359,True,,2021,700000,walkin,test_driven,88,low,2025-08-18,20,Follow up call,0.1,High Chance,Low,Likely,3
Pooja,Reddy,pooja2958@gmail.com,9257381716,Mumbai,Address 2958,Analyst,1226473,True,Creta,2021,900000,referral,contacted,68,high,2026-01-16,87,Follow up call,0.3,Low Chance,Low,Likely,1
Anita,Verma,anita2959@gmail.com,9286923314,Bangalore,Address 2959,Analyst,1952210,True,,2020,500000,call,negotiation,86,low,2025-09-02,63,Follow up call,0.37,Low Chance,Low,Unknown,2
Ravi,Singh,ravi2960@gmail.com,9718840822,Pune,Address 2960,Business Owner,1369993,True,City,2018,,walkin,negotiation,31,low,2025-12-20,29,Follow up call,0.84,High Chance,Low,Unknown,3
Neha,Kumar,neha2961@gmail.com,9568758939,Hyderabad,Address 2961,Business Owner,768313,False,Swift,2018,900000,call,negotiation,58,medium,2025-12-11,68,Follow up call,0.89,High Chance,Low,Unlikely,2
Pooja,Patel,pooja2962@gmail.com,9701009950,Delhi,Address 2962,Sales Executive,693319,False,,2021,500000,referral,lost,81,low,2025-10-07,35,Follow up call,0.52,High Chance,Low,Unlikely,3
Kiran,Sharma,kiran2963@gmail.com,9774848826,Mumbai,Address 2963,Software Engineer,886533,True,Baleno,2022,900000,referral,test_driven,48,low,2025-08-20,50,Follow up call,0.49,Medium Chance,High,Unlikely,5
Kiran,Kumar,kiran2964@gmail.com,9717266280,Bangalore,Address 2964,Business Owner,1990561,True,Swift,2021,500000,walkin,test_driven,74,low,2025-12-05,97,Follow up call,0.77,Medium Chance,Medium,Unlikely,3
Kiran,Kumar,kiran2965@gmail.com,9108685868,Delhi,Address 2965,Manager,1691327,False,Creta,2020,,referral,lost,84,low,2025-08-09,52,Follow up call,0.91,Medium Chance,High,Unlikely,5
Vijay,Kumar,vijay2966@gmail.com,9763607371,Delhi,Address 2966,Analyst,1906379,False,Baleno,2022,900000,call,contacted,78,high,2025-08-03,40,Follow up call,0.84,Medium Chance,Low,Likely,2
Vijay,Patel,vijay2967@gmail.com,9152077050,Chennai,Address 2967,Software Engineer,1187499,True,Creta,2021,900000,walkin,test_completed,88,medium,2025-12-12,66,Follow up call,0.61,Low Chance,Low,Likely,2
Priya,Patel,priya2968@gmail.com,9157748572,Hyderabad,Address 2968,Manager,573182,False,Creta,2019,500000,referral,contacted,17,medium,2025-08-21,22,Follow up call,0.52,Low Chance,High,Likely,2
Suresh,Kumar,suresh2969@gmail.com,9694755250,Hyderabad,Address 2969,Analyst,588701,False,Baleno,2018,900000,referral,test_completed,99,high,2025-08-10,87,Follow up call,0.24,Medium Chance,High,Unlikely,2
Pooja,Das,pooja2970@gmail.com,9259682869,Pune,Address 2970,Business Owner,842923,False,City,2020,,walkin,test_completed,35,medium,2025-08-23,95,Follow up call,0.45,High Chance,High,Unlikely,2
Anita,Sharma,anita2971@gmail.com,9560839907,Pune,Address 2971,Sales Executive,1482204,False,Swift,2022,500000,website,new,37,high,2025-10-02,31,Follow up call,0.9,Medium Chance,Low,Unlikely,3
Priya,Patel,priya2972@gmail.com,9178572389,Bangalore,Address 2972,Sales Executive,443667,False,Swift,2018,500000,call,won,21,low,2025-10-23,11,Follow up call,0.24,Medium Chance,Medium,Unlikely,4
Priya,Reddy,priya2973@gmail.com,9490470668,Pune,Address 2973,Business Owner,1193724,False,,2021,500000,walkin,contacted,21,high,2026-01-15,66,Follow up call,0.1,Medium Chance,Low,Unlikely,3
Vijay,Verma,vijay2974@gmail.com,9647897102,Mumbai,Address 2974,Software Engineer,1572432,False,,2022,900000,referral,contacted,37,medium,2025-08-07,63,Follow up call,0.96,High Chance,Low,Unlikely,5
Amit,Kumar,amit2975@gmail.com,9231084089,Bangalore,Address 2975,Sales Executive,734237,True,Creta,2022,,call,won,4,medium,2025-12-06,44,Follow up call,0.57,Medium Chance,Medium,Unknown,2
Anita,Reddy,anita2976@gmail.com,9640538211,Delhi,Address 2976,Manager,1558770,True,Baleno,2019,,website,negotiation,3,low,2025-12-21,34,Follow up call,0.45,Low Chance,High,Unlikely,3
Amit,Das,amit2977@gmail.com,9709131444,Bangalore,Address 2977,Software Engineer,1733052,False,Swift,2022,,referral,won,18,medium,2025-10-03,49,Follow up call,0.99,Low Chance,Medium,Unknown,3
Suresh,Singh,suresh2978@gmail.com,9848423732,Hyderabad,Address 2978,Manager,413728,True,Swift,,,call,new,76,medium,2026-01-02,80,Follow up call,0.44,High Chance,Medium,Likely,3
Suresh,Kumar,suresh2979@gmail.com,9110592739,Chennai,Address 2979,Analyst,1971410,False,,2021,900000,referral,negotiation,31,low,2025-10-26,88,Follow up call,0.23,Low Chance,Low,Unknown,1
Vijay,Kumar,vijay2980@gmail.com,9644574215,Delhi,Address 2980,Software Engineer,1594618,False,City,2020,700000,referral,negotiation,62,medium,2025-08-31,80,Follow up call,0.94,Low Chance,High,Unlikely,1
Anita,Sharma,anita2981@gmail.com,9131335450,Hyderabad,Address 2981,Software Engineer,931710,False,City,2021,500000,referral,negotiation,36,medium,2025-09-28,8,Follow up call,0.49,Medium Chance,Low,Likely,2
Anita,Patel,anita2982@gmail.com,9180361934,Pune,Address 2982,Business Owner,980948,False,,2021,700000,walkin,contacted,8,low,2025-09-11,1,Follow up call,0.75,Medium Chance,High,Likely,3
Pooja,Patel,pooja2983@gmail.com,9722138487,Chennai,Address 2983,Software Engineer,985804,False,Swift,,,walkin,new,32,high,2025-08-06,13,Follow up call,0.78,Low Chance,High,Likely,4
Rahul,Das,rahul2984@gmail.com,9434929600,Pune,Address 2984,Software Engineer,408082,True,Creta,,,walkin,won,24,medium,2025-11-30,43,Follow up call,0.73,High Chance,Medium,Likely,4
Rahul,Verma,rahul2985@gmail.com,9262168331,Bangalore,Address 2985,Sales Executive,1272229,True,,2022,700000,call,test_completed,88,high,2025-09-01,19,Follow up call,0.8,Medium Chance,High,Likely,4
Vijay,Reddy,vijay2986@gmail.com,9470080140,Bangalore,Address 2986,Analyst,1443108,False,City,2022,500000,walkin,contacted,3,low,2025-10-30,11,Follow up call,0.21,Medium Chance,Low,Unlikely,2
Pooja,Patel,pooja2987@gmail.com,9996221563,Mumbai,Address 2987,Analyst,1291596,True,Creta,,500000,call,won,70,medium,2025-11-01,82,Follow up call,0.62,Medium Chance,Low,Unknown,1
Suresh,Reddy,suresh2988@gmail.com,9376438957,Bangalore,Address 2988,Sales Executive,893221,True,,2021,900000,referral,test_driven,39,high,2025-10-25,45,Follow up call,0.77,Medium Chance,High,Unlikely,5
Rahul,Sharma,rahul2989@gmail.com,9854752557,Pune,Address 2989,Analyst,1486638,True,City,2020,500000,website,new,2,high,2025-12-25,34,Follow up call,0.93,High Chance,High,Unlikely,5
Kiran,Patel,kiran2990@gmail.com,9257573817,Pune,Address 2990,Business Owner,1701748,True,City,2018,900000,walkin,won,61,low,2025-09-01,89,Follow up call,0.5,Low Chance,Medium,Likely,2
Pooja,Das,pooja2991@gmail.com,9932247083,Hyderabad,Address 2991,Sales Executive,674263,False,City,2021,700000,website,new,84,medium,2025-07-27,13,Follow up call,0.74,High Chance,Low,Unknown,1
Priya,Das,priya2992@gmail.com,9196499414,Mumbai,Address 2992,Business Owner,1261096,False,,2019,,website,test_driven,94,high,2025-09-14,74,Follow up call,0.59,Low Chance,Medium,Likely,4
Amit,Patel,amit2993@gmail.com,9349185769,Mumbai,Address 2993,Business Owner,814598,False,City,2020,700000,referral,new,35,low,2025-11-26,27,Follow up call,0.54,Low Chance,Medium,Unknown,2
Pooja,Patel,pooja2994@gmail.com,9456863562,Mumbai,Address 2994,Analyst,723903,True,Swift,2018,,website,lost,1,low,2025-12-15,54,Follow up call,0.72,Low Chance,Low,Likely,2
Pooja,Sharma,pooja2995@gmail.com,9867783669,Hyderabad,Address 2995,Business Owner,961750,False,City,2020,900000,referral,lost,58,medium,2025-08-10,80,Follow up call,0.48,High Chance,High,Unknown,5
Pooja,Reddy,pooja2996@gmail.com,9297264984,Bangalore,Address 2996,Analyst,989347,True,,2019,900000,call,contacted,41,high,2025-09-28,61,Follow up call,0.3,Low Chance,High,Likely,3
Vijay,Verma,vijay2997@gmail.com,9500724978,Bangalore,Address 2997,Manager,1901609,False,Creta,2019,,referral,won,71,medium,2025-07-21,13,Follow up call,0.64,Low Chance,Low,Unknown,4
Amit,Patel,amit2998@gmail.com,9783887267,Mumbai,Address 2998,Sales Executive,1995877,True,Baleno,2022,,walkin,lost,92,medium,2025-12-25,56,Follow up call,0.18,Low Chance,Medium,Likely,3
Pooja,Patel,pooja2999@gmail.com,9819105593,Pune,Address 2999,Analyst,1709399,False,City,2019,700000,website,test_completed,94,medium,2025-12-01,12,Follow up call,0.76,Low Chance,High,Unknown,3
Vijay,Sharma,vijay3000@gmail.com,9893284409,Chennai,Address 3000,Business Owner,755702,False,Swift,2020,500000,website,contacted,40,high,2025-12-29,50,Follow up call,0.58,Medium Chance,High,Unlikely,4
Priya,Reddy,priya3001@gmail.com,9393142490,Pune,Address 3001,Business Owner,1979012,False,Baleno,2021,,referral,won,73,medium,2025-08-25,93,Follow up call,0.48,High Chance,Medium,Likely,2
Priya,Sharma,priya3002@gmail.com,9411767097,Delhi,Address 3002,Analyst,750583,False,Swift,2019,500000,referral,contacted,13,low,2025-12-17,48,Follow up call,0.74,Medium Chance,High,Unlikely,5
Pooja,Sharma,pooja3003@gmail.com,9245849666,Chennai,Address 3003,Manager,475678,False,,2018,700000,call,test_driven,66,high,2025-08-28,11,Follow up call,0.29,High Chance,Medium,Unlikely,1
Suresh,Das,suresh3004@gmail.com,9209484524,Mumbai,Address 3004,Sales Executive,500800,False,Creta,2018,500000,walkin,contacted,94,high,2025-08-26,8,Follow up call,0.29,High Chance,Medium,Unknown,5
Amit,Das,amit3005@gmail.com,9935611687,Chennai,Address 3005,Business Owner,468974,True,Creta,2018,,call,test_driven,53,low,2026-01-04,68,Follow up call,0.6,High Chance,Low,Unknown,2
Priya,Das,priya3006@gmail.com,9273319016,Pune,Address 3006,Business Owner,1582915,False,Swift,2022,500000,walkin,test_driven,93,medium,2025-07-25,72,Follow up call,0.91,Low Chance,Medium,Likely,4
Kiran,Sharma,kiran3007@gmail.com,9302655160,Hyderabad,Address 3007,Business Owner,1520170,True,Baleno,2019,500000,website,negotiation,84,low,2025-09-21,46,Follow up call,0.71,High Chance,Low,Unlikely,4
Neha,Kumar,neha3008@gmail.com,9437913960,Mumbai,Address 3008,Analyst,501146,True,City,2021,700000,walkin,won,31,high,2025-12-10,25,Follow up call,0.65,High Chance,Low,Likely,1
Priya,Reddy,priya3009@gmail.com,9120942870,Pune,Address 3009,Manager,1746935,True,Creta,,900000,call,test_completed,32,high,2025-08-08,30,Follow up call,0.85,High Chance,High,Unknown,5
Neha,Verma,neha3010@gmail.com,9454677881,Delhi,Address 3010,Sales Executive,1708910,False,City,2022,900000,call,new,7,low,2025-12-11,73,Follow up call,0.39,Low Chance,Medium,Unlikely,5
Priya,Sharma,priya3011@gmail.com,9253767320,Pune,Address 3011,Sales Executive,378951,False,Baleno,2020,,call,test_driven,56,high,2025-10-18,23,Follow up call,0.15,High Chance,High,Unknown,3
Pooja,Sharma,pooja3012@gmail.com,9173344389,Bangalore,Address 3012,Sales Executive,445888,True,Baleno,2020,900000,walkin,negotiation,18,low,2025-11-24,72,Follow up call,0.81,Low Chance,Medium,Unknown,1
Suresh,Das,suresh3013@gmail.com,9424381171,Delhi,Address 3013,Sales Executive,1527670,True,Swift,2018,700000,walkin,test_driven,38,high,2025-10-21,4,Follow up call,0.27,High Chance,Medium,Unknown,1
Anita,Sharma,anita3014@gmail.com,9937337074,Pune,Address 3014,Software Engineer,491144,False,Baleno,2018,900000,walkin,won,92,medium,2025-09-26,27,Follow up call,0.3,High Chance,Medium,Likely,1
Neha,Sharma,neha3015@gmail.com,9902092496,Pune,Address 3015,Manager,1925494,False,Baleno,2021,900000,referral,lost,32,high,2025-07-27,85,Follow up call,0.97,Medium Chance,High,Unlikely,1
Rahul,Sharma,rahul3016@gmail.com,9884837108,Bangalore,Address 3016,Business Owner,1740545,False,Swift,2022,,website,new,32,high,2025-08-28,19,Follow up call,0.98,Medium Chance,High,Unlikely,2
Rahul,Sharma,rahul3017@gmail.com,9237676003,Pune,Address 3017,Manager,414545,False,Creta,,700000,walkin,won,5,low,2026-01-17,73,Follow up call,0.12,Medium Chance,Low,Unlikely,1
Kiran,Verma,kiran3018@gmail.com,9724209444,Hyderabad,Address 3018,Analyst,630931,True,City,,900000,referral,new,50,high,2025-10-26,63,Follow up call,0.86,Medium Chance,Low,Unlikely,4
Ravi,Patel,ravi3019@gmail.com,9384241008,Mumbai,Address 3019,Software Engineer,1359776,True,Creta,,500000,website,won,54,low,2025-10-17,64,Follow up call,0.1,High Chance,Medium,Likely,4
Amit,Kumar,amit3020@gmail.com,9468658715,Hyderabad,Address 3020,Software Engineer,1222022,True,,2018,500000,website,new,12,low,2025-12-29,56,Follow up call,0.91,Low Chance,Low,Unknown,1
Pooja,Patel,pooja3021@gmail.com,9295392366,Mumbai,Address 3021,Analyst,1101328,False,City,2021,900000,referral,test_completed,13,medium,2026-01-09,91,Follow up call,0.78,High Chance,Medium,Unlikely,3
Rahul,Sharma,rahul3022@gmail.com,9986732265,Delhi,Address 3022,Manager,994587,False,Creta,2021,700000,website,test_driven,84,low,2025-11-17,67,Follow up call,0.55,Medium Chance,High,Likely,2
Pooja,Kumar,pooja3023@gmail.com,9867952150,Hyderabad,Address 3023,Sales Executive,435693,True,,2022,,website,won,29,high,2025-12-07,85,Follow up call,0.51,Low Chance,Low,Unlikely,2
Vijay,Sharma,vijay3024@gmail.com,9852312838,Hyderabad,Address 3024,Business Owner,420170,False,City,2022,700000,website,negotiation,79,high,2026-01-11,67,Follow up call,0.97,Low Chance,High,Unknown,2
Neha,Sharma,neha3025@gmail.com,9706008401,Bangalore,Address 3025,Software Engineer,1345490,False,Baleno,2021,900000,website,won,59,low,2025-11-07,62,Follow up call,0.67,Low Chance,Medium,Unlikely,2
Pooja,Singh,pooja3026@gmail.com,9316119459,Delhi,Address 3026,Sales Executive,1966981,False,,2022,900000,website,negotiation,6,low,2025-10-12,88,Follow up call,0.35,Low Chance,Low,Unlikely,1
Vijay,Reddy,vijay3027@gmail.com,9298996570,Pune,Address 3027,Business Owner,1385268,True,Creta,2021,700000,call,won,60,high,2025-10-22,8,Follow up call,0.59,Medium Chance,High,Unknown,2
Anita,Patel,anita3028@gmail.com,9516509764,Mumbai,Address 3028,Software Engineer,1907529,False,Swift,2018,700000,referral,lost,70,medium,2025-10-22,84,Follow up call,0.42,High Chance,High,Unlikely,4
Pooja,Kumar,pooja3029@gmail.com,9378688670,Pune,Address 3029,Analyst,1700612,False,,2021,500000,walkin,test_driven,14,low,2025-10-05,86,Follow up call,0.65,High Chance,High,Unlikely,5
Amit,Kumar,amit3030@gmail.com,9845494762,Delhi,Address 3030,Business Owner,1314395,True,Swift,2019,900000,walkin,test_driven,76,low,2025-12-04,64,Follow up call,0.39,High Chance,High,Unknown,2
Kiran,Reddy,kiran3031@gmail.com,9733189415,Delhi,Address 3031,Software Engineer,882127,True,Swift,2019,,call,negotiation,82,low,2025-08-16,92,Follow up call,0.56,Low Chance,High,Unlikely,4
Pooja,Verma,pooja3032@gmail.com,9321836920,Pune,Address 3032,Sales Executive,1329901,True,Creta,2022,900000,website,lost,2,low,2025-10-30,87,Follow up call,0.8,Medium Chance,High,Likely,4
Kiran,Kumar,kiran3033@gmail.com,9820447248,Bangalore,Address 3033,Sales Executive,1277024,True,Swift,2018,,website,new,5,medium,2025-08-11,76,Follow up call,0.98,Medium Chance,Low,Likely,5
Pooja,Kumar,pooja3034@gmail.com,9473858764,Chennai,Address 3034,Manager,344776,True,Swift,2020,,website,won,18,low,2025-10-12,10,Follow up call,0.67,Low Chance,Low,Unknown,5
Neha,Reddy,neha3035@gmail.com,9176567153,Pune,Address 3035,Software Engineer,1213717,False,Baleno,2022,,call,new,17,high,2025-09-15,39,Follow up call,0.94,High Chance,High,Likely,5
Rahul,Reddy,rahul3036@gmail.com,9463907159,Bangalore,Address 3036,Business Owner,1672249,True,Swift,2021,500000,website,contacted,85,high,2025-08-12,67,Follow up call,0.86,Medium Chance,Medium,Unknown,2
Priya,Reddy,priya3037@gmail.com,9659626622,Delhi,Address 3037,Manager,1862424,False,Creta,2021,500000,website,test_completed,99,high,2025-09-15,88,Follow up call,0.49,Medium Chance,High,Unlikely,5
Anita,Singh,anita3038@gmail.com,9352195710,Chennai,Address 3038,Business Owner,1882018,True,Swift,2018,900000,website,won,57,high,2025-11-01,23,Follow up call,0.61,High Chance,Medium,Unknown,2
Suresh,Sharma,suresh3039@gmail.com,9770185581,Hyderabad,Address 3039,Business Owner,840616,False,Creta,2020,700000,walkin,new,83,high,2025-11-27,4,Follow up call,0.2,High Chance,High,Likely,5
Vijay,Singh,vijay3040@gmail.com,9575248216,Mumbai,Address 3040,Software Engineer,518499,False,City,2020,900000,referral,contacted,84,medium,2025-12-31,41,Follow up call,0.57,High Chance,High,Unlikely,1
Priya,Das,priya3041@gmail.com,9491251784,Delhi,Address 3041,Business Owner,1229000,False,,,500000,walkin,contacted,36,medium,2025-07-27,23,Follow up call,0.28,Medium Chance,Medium,Unlikely,2
Pooja,Das,pooja3042@gmail.com,9467098957,Chennai,Address 3042,Business Owner,1712130,True,,2020,500000,website,test_driven,34,high,2025-12-23,67,Follow up call,0.95,High Chance,High,Likely,1
Neha,Patel,neha3043@gmail.com,9412840852,Hyderabad,Address 3043,Analyst,1454104,True,,,700000,referral,contacted,62,high,2025-12-09,71,Follow up call,0.26,Medium Chance,Low,Unknown,5
Anita,Kumar,anita3044@gmail.com,9773406320,Delhi,Address 3044,Software Engineer,603283,True,Swift,,,website,won,40,low,2025-07-26,47,Follow up call,0.31,High Chance,Medium,Likely,2
Neha,Verma,neha3045@gmail.com,9892101640,Bangalore,Address 3045,Sales Executive,758212,False,Creta,2021,,walkin,negotiation,62,low,2025-09-08,87,Follow up call,0.3,Medium Chance,Low,Unknown,5
Amit,Kumar,amit3046@gmail.com,9857057416,Hyderabad,Address 3046,Manager,1972903,True,City,2022,,website,contacted,93,high,2025-12-11,53,Follow up call,0.77,Medium Chance,High,Unknown,5
Neha,Das,neha3047@gmail.com,9761776965,Chennai,Address 3047,Analyst,1823530,True,Baleno,,500000,referral,lost,100,medium,2025-10-09,65,Follow up call,0.58,High Chance,Low,Likely,5
Anita,Singh,anita3048@gmail.com,9346218190,Chennai,Address 3048,Software Engineer,1479493,True,Swift,,500000,walkin,new,84,medium,2025-12-11,72,Follow up call,0.15,Medium Chance,High,Unknown,2
Anita,Kumar,anita3049@gmail.com,9335456818,Bangalore,Address 3049,Software Engineer,627754,True,Baleno,2021,,referral,new,39,medium,2025-11-24,15,Follow up call,0.42,High Chance,Low,Unknown,5
Anita,Patel,anita3050@gmail.com,9915692591,Bangalore,Address 3050,Sales Executive,1661956,False,Baleno,2019,900000,referral,negotiation,44,low,2025-10-03,17,Follow up call,0.22,Low Chance,High,Likely,5
Vijay,Reddy,vijay3051@gmail.com,9761148188,Delhi,Address 3051,Business Owner,1868400,False,Baleno,,,call,negotiation,56,high,2025-10-12,33,Follow up call,0.6,Medium Chance,Low,Unlikely,5
Pooja,Sharma,pooja3052@gmail.com,9559802609,Chennai,Address 3052,Business Owner,394485,True,Creta,2022,900000,referral,new,75,medium,2025-09-17,12,Follow up call,0.73,Medium Chance,High,Unlikely,3
Kiran,Sharma,kiran3053@gmail.com,9332841686,Bangalore,Address 3053,Manager,1656785,True,Baleno,2021,500000,call,test_completed,19,medium,2025-12-10,15,Follow up call,0.84,Medium Chance,Low,Unlikely,4
Neha,Sharma,neha3054@gmail.com,9925228975,Mumbai,Address 3054,Sales Executive,724288,False,City,2021,,walkin,test_completed,5,medium,2025-10-18,5,Follow up call,0.42,Medium Chance,Medium,Likely,5
Anita,Das,anita3055@gmail.com,9505923384,Bangalore,Address 3055,Analyst,1855237,False,City,,900000,referral,won,44,medium,2025-11-11,65,Follow up call,0.46,Low Chance,Medium,Unknown,4
Kiran,Patel,kiran3056@gmail.com,9661741273,Bangalore,Address 3056,Analyst,666209,True,Swift,2018,700000,walkin,contacted,57,medium,2025-09-20,36,Follow up call,0.9,Medium Chance,High,Unlikely,5
Kiran,Das,kiran3057@gmail.com,9977858921,Hyderabad,Address 3057,Business Owner,1728064,False,Swift,2018,,call,won,13,high,2025-07-24,15,Follow up call,0.17,Medium Chance,Medium,Unknown,1
Suresh,Reddy,suresh3058@gmail.com,9201614818,Hyderabad,Address 3058,Software Engineer,1123457,False,Swift,2022,900000,website,negotiation,20,medium,2025-08-21,36,Follow up call,0.57,High Chance,Low,Likely,4
Vijay,Kumar,vijay3059@gmail.com,9767873816,Hyderabad,Address 3059,Analyst,879376,False,City,2021,900000,website,test_completed,65,medium,2025-11-12,65,Follow up call,0.81,Medium Chance,Low,Unknown,3
Priya,Verma,priya3060@gmail.com,9902655133,Mumbai,Address 3060,Analyst,431160,False,Swift,,,call,won,44,high,2025-07-22,64,Follow up call,0.27,Medium Chance,Medium,Unknown,4
Amit,Sharma,amit3061@gmail.com,9572705836,Hyderabad,Address 3061,Software Engineer,808565,True,,2021,,walkin,test_completed,44,low,2025-11-23,12,Follow up call,0.32,High Chance,Medium,Likely,1
Neha,Patel,neha3062@gmail.com,9254893799,Pune,Address 3062,Software Engineer,781813,False,Creta,2021,700000,walkin,test_driven,49,medium,2025-09-17,59,Follow up call,0.24,Medium Chance,High,Unknown,1
Kiran,Verma,kiran3063@gmail.com,9755519868,Chennai,Address 3063,Analyst,971182,True,City,2020,900000,walkin,new,76,high,2026-01-17,57,Follow up call,0.72,Medium Chance,Medium,Likely,1
